          date_of_birth          join_date
12484        2004-03-03         2010-07-29
12485        1963-06-10         2010-09-18
12486        2003-07-14         1994-12-05
12487        1982-12-04         2004-02-07
12488        1972-08-11         2012-01-29
12489        1966-10-14         2004-02-14
12490        1980-07-19         2007-10-03
12491        1978-09-03         2019-02-05
12492        1989-09-21         2005-08-09
12493        1950-10-24         2006-02-02
12494        1941-05-26         2005-12-04
12495        1959-07-08         2022-03-28
12496        1983-06-03         2004-12-13
12497        1951-01-07         2022-02-15
12498        1993-06-03         1998-08-10
12499        1970-03-01         2022-09-05
12500        1939-04-27         2014-10-30
12501        1957-04-05         2001-11-06
12502        1954-01-13         2022-06-15
12503        1953-01-01         2012-04-30
12504        1957-07-29         2021-02-03
12505        1955-03-22         2015-10-28
12506        1944-06-09         2010-03-03
12507        1996-04-16         1993-07-21
12508        1961-07-10         2008-07-04
12509        1939-04-03         1997-03-12
12510        1956-11-22         2004-08-10
12511        1995-11-10         2009-07-29
12512        1974-05-10         2016-12-01
12513        2004-07-18         1998-09-04
12514        1939-05-03         2018-11-02
12515        1991-08-26         2019-04-07
12516        1984-08-31         2017-05-26
12517        1984-12-09         1998-05-07
12518        1965-05-01         2020-10-11
12519        1942-08-12         2015-02-04
12520        1954-06-16         2002-12-02
12521        1947-08-07         2020-09-17
12522        1963-10-22         2015-04-09
12523        1941-09-30         1996-07-28
12524        1967-09-27         1993-08-20
12525        1960-09-25         2004-12-02
12526        1951-07-07         2007-12-05
12527        1953-06-03         1997-04-07
12528        1958-04-08         2010-03-22
12529        1944-12-16         1996-06-22
12530        1969-05-30         1996-07-02
12531        2001-08-31         2015-10-01
12532        1954-09-26         2014-04-19
12533        1962-10-09         2016-07-24
12534        1980-12-15         2012-07-27
12535        1997-04-18         2003-01-15
12536        1983-02-14         1996-05-15
12537        1971-04-21         2016-10-30
12538        1972-01-27         2003-12-22
12539        2002-08-06         2020-11-18
12540        1969-05-19         2004-11-20
12541        1983-06-27         2008-10-31
12542        2002-06-14         2018-10-31
12543        1941-04-02         2022-04-08
12544        1975-01-18         2022-11-14
12545        1985-06-15         1994-04-28
12546        1993-06-22         2007-12-15
12547        1990-08-01         2019-11-29
12548        1939-05-20         2015-02-22
12549        1953-04-23         2016-06-16
12550        1950-10-11         2007-04-17
12551        1994-10-19         2007-07-28
12552        1983-10-29         2018-08-04
12553        1951-10-06         2016-03-18
12554        2003-08-07         2004-06-07
12555        1991-12-09         2009-04-26
12556        1984-04-06         2011-04-19
12557        1991-10-23         2017-11-19
12558        1948-03-21         2017-06-03
12559        1940-07-19         1993-11-30
12560        1964-12-27         1999-05-24
12561        1985-07-03         1998-09-23
12562        1947-09-14         2022-07-20
12563        1982-06-01         2014-12-24
12564        1956-05-25         2000-05-03
12565        1979-09-21         2006-08-04
12566        1981-12-03         1996-03-15
12567        1993-07-18         2013-09-11
12568        1983-05-21         2001-02-22
12569        1974-08-27         1999-01-31
12570        1973-05-18         2002-03-31
12571        1973-10-02         2019-07-05
12572        1952-07-09         2016-03-04
12573        1999-03-21         2014-02-25
12574        1986-10-26         1994-02-20
12575        1946-08-07         2008-04-16
12576        1972-11-06         2016-11-02
12577        1998-12-27         2015-04-09
12578        1997-09-10         2016-06-26
12579        1995-03-22         2018-06-21
12580        1959-10-28         2001-12-03
12581        1969-08-10         2011-11-03
12582        1972-04-22         2021-10-14
12583        1947-01-29         2008-07-17
12584              NULL               NULL
12585        1952-03-03         1994-08-18
12586        1991-05-26         1994-04-25
12587        2003-10-24         2019-10-06
12588        1973-10-03         2019-10-07
12589        1944-02-17         2022-03-19
12590        2002-10-21         2017-04-04
12591        1989-12-25         1997-05-20
12592        1997-11-20         1998-04-15
12593        1942-06-24         2006-05-11
12594        1979-11-16         1995-10-07
12595        2006-10-03         2016-10-17
12596        1963-04-18         1999-01-22
12597        1986-11-18         1993-12-01
12598        1993-08-21         2008-11-02
12599        1989-02-05         2005-08-19
12600        1961-09-29         2013-05-25
12601        1990-12-25         2008-02-28
12602        1989-01-13         2000-05-29
12603        1956-02-12         2006-07-02
12604        1942-11-12         1996-12-11
12605        1966-06-01         2013-08-01
12606        1940-09-12         2004-07-05
12607        1999-08-25         2014-05-25
12608        1978-05-23         2010-08-12
12609        1976-09-22         1994-06-20
12610        1950-09-21         1993-10-13
12611        1953-03-01         2012-12-14
12612        1970-10-04         2014-09-17
12613        1959-02-04         2004-02-09
12614        1995-12-16         2012-09-23
12615        1993-07-04         2018-12-28
12616        1945-02-06         1993-09-30
12617        1944-12-31         2016-06-18
12618        1951-06-10         2008-10-19
12619        2000-08-15         2017-08-28
12620        1999-02-13         2018-05-17
12621        1958-07-03         1993-09-04
12622        1941-07-16         1999-09-15
12623        1983-11-09         2006-05-13
12624        1974-04-01         2010-04-24
12625        1959-03-27         2007-08-11
12626        1996-08-04         1993-11-30
12627        1971-11-08         2012-12-08
12628        1999-07-20         2001-06-22
12629        1947-05-03         2011-11-02
12630        1975-09-27         2016-12-28
12631        1981-06-04         2009-04-20
12632        1972-10-16         2005-09-07
12633        1952-06-26         2016-02-11
12634        1994-12-22         1998-06-13
12635        2003-12-30         2009-08-11
12636        1993-02-20         1993-03-24
12637        1998-07-23         2014-05-09
12638        1954-11-13         1994-01-07
12639        1963-05-20         1994-08-13
12640        1971-07-12         1999-06-21
12641        1988-04-14         1998-08-30
12642        1972-08-08         1998-09-14
12643        1993-04-02         2010-09-28
12644        1962-08-11         1994-11-28
12645        1967-01-27         2015-09-26
12646        1952-01-04         1996-02-26
12647        1979-06-29         2021-08-12
12648        1962-02-08         2014-05-02
12649        1945-12-26         2010-11-09
12650        2002-07-17         2018-12-16
12651        1953-01-15         2018-10-30
12652        1999-01-27         2011-11-28
12653        1960-06-07         1994-03-26
12654        1968-02-21         2003-02-15
12655        2004-05-10         2011-03-06
12656        1957-10-21         2005-04-12
12657        1987-05-12         2022-03-14
12658        1941-01-19         2016-08-23
12659        1946-03-07         2001-09-18
12660        1995-07-04         2010-02-23
12661        2001-01-27         2018-06-12
12662        1980-05-27         2016-05-17
12663        1940-08-02         2010-10-21
12664        1945-11-23         2010-09-27
12665        1959-08-12         2008-10-10
12666        1942-10-25         2015-09-06
12667        1995-09-21         2015-07-20
12668        1951-04-12         2001-02-16
12669        1986-12-06         2019-12-16
12670        1964-03-13         1998-05-14
12671        1940-03-05         2011-01-31
12672        1993-04-26         2009-07-23
12673        1944-09-02         2019-07-01
12674        1965-07-31         2001-01-24
12675        1970-02-13         1996-03-07
12676        1954-01-18         1996-04-27
12677        1971-04-05         1994-08-27
12678        1954-09-02         1992-12-21
12679        1965-01-18         1994-01-20
12680        1998-02-08         2014-08-26
12681        2001-09-12         2000-03-08
12682        1990-04-16         2004-01-19
12683        1985-03-04         2019-03-09
12684        1968-01-13         2021-02-15
12685        1988-12-05         2014-03-08
12686        1960-10-22         2020-11-12
12687        1961-02-07         2017-06-04
12688        1982-07-31         2008-07-30
12689        2001-10-20   December 1992 09
12690        1945-06-17         1999-08-31
12691        1969-09-13         2010-08-18
12692        1962-07-04         2006-01-25
12693        1951-01-09         2020-07-30
12694        1954-04-16         2021-09-13
12695        1966-11-26         2018-05-18
12696        2004-06-01         2011-02-19
12697        1956-01-14         2022-03-21
12698        1989-05-28         2003-09-29
12699        1963-04-04         1994-06-11
12700        1995-05-17         2012-04-20
12701        2003-05-14         1994-10-23
12702        1995-06-17         2018-03-11
12703        2000-04-03         2009-08-08
12704        1972-03-04         2009-09-03
12705        1948-11-29         2008-03-24
12706        1985-10-24         2013-12-07
12707        1941-05-30         2021-12-24
12708        1979-08-26         2004-11-27
12709        1971-08-05         2002-01-07
12710        1976-10-10         2001-07-20
12711        2001-10-02         2013-01-21
12712        1954-12-20         1998-06-28
12713        1951-03-20         2012-07-28
12714        1973-08-24         2012-01-09
12715        1984-03-27         1999-08-13
12716        2001-06-06         2022-05-08
12717        1954-07-20         1995-11-14
12718        2000-09-19         1993-07-05
12719        1992-11-15         2008-06-08
12720        1988-10-03         1993-04-11
12721        1993-08-02         2015-03-24
12722        1946-09-07         1993-05-27
12723        2005-03-31         2007-03-05
12724        1940-04-07         1997-08-12
12725        1983-11-13         1997-07-28
12726        1977-10-02         1999-06-10
12727        1968-09-26         2005-01-24
12728        1968-07-25         2014-12-11
12729        1966-03-13         2005-10-02
12730        2006-09-22         1993-03-27
12731        1977-12-10         2014-05-28
12732        1975-11-27         1993-11-08
12733        1944-03-19         1999-09-08
12734        1996-04-26         2013-05-06
12735        1975-06-12         1994-06-13
12736        1960-07-06         2000-11-01
12737        2001-09-19         2009/03/05
12738        1968-07-11         1996-02-15
12739        1971-01-06         2004-09-03
12740        1976-02-05         2009-01-12
12741        1985-12-12         2019-09-01
12742        2001-03-23         2015-08-31
12743        1979-04-19         2020-03-05
12744        1988-02-09         1996-06-26
12745        1990-09-13         2003-08-24
12746        1975-06-13         2015-07-01
12747        1953-12-09         2005-07-18
12748        1961-03-06         2007-01-15
12749        1997-09-09         2009-07-04
12750        1981-09-23         2020-01-31
12751        2005-03-01         1996-04-16
12752        2006-06-10         2011-01-14
12753        1987-08-29         1998-12-19
12754        1999-09-28         2008-07-27
12755        1983-07-17         2012-04-06
12756        1972-03-12         1998-02-08
12757        1991-11-17         2020-03-06
12758        1942-10-10         2022-06-13
12759        1953-11-19         2000-01-23
12760        1977-02-02         1997-02-02
12761        1949-06-29         1996-11-01
12762        1993-06-01         2009-10-03
12763        1959-04-08         1995-01-13
12764        1985-10-19         2006-09-09
12765        1994-09-30         2022-07-22
12766        1987-07-03         1994-03-05
12767        1997-05-28         1996-03-26
12768        1972-12-11         1997-10-10
12769        1954-11-16         2021-03-28
12770        1993-01-11         1994-11-13
12771        1992-11-20         2012-11-21
12772        1981-10-10         2022-03-17
12773        1986-04-09         2014-01-03
12774        1957-12-20         2017-01-24
12775        1961-12-11         2006-12-28
12776        1949-08-18         2011-12-16
12777        1979-06-09         2014-05-31
12778        2006-03-22         1999-03-11
12779        1959-05-18         2013-12-24
12780        1946-12-04         2016-07-22
12781        1942-02-26         2003-08-25
12782        1943-11-03         2014-09-13
12783        1939-09-11         2002-02-02
12784        1999-07-01         2010-09-16
12785        2004-04-16         1999-03-23
12786        1987-11-18         2022-08-25
12787        1965-02-13         1994-08-21
12788        1955-10-01         2016-06-13
12789        1979-06-20         2016-02-15
12790        1981-05-08         2013-05-06
12791        2002-10-15         2016-08-12
12792        1972-04-30         2005-01-05
12793        1961-04-23         2011-06-11
12794        1982-10-24         1995-07-15
12795        1981-03-20         2015-05-19
12796        1997-07-05         2006-10-30
12797        1968-05-11         2006-04-07
12798        1978-12-30         1994-07-04
12799        1957-01-23         2007-04-15
12800        1961-08-26         2001-05-24
12801        1957-06-28         2020-09-20
12802        1964-05-13         2018-03-04
12803        1994-03-06         2012-08-15
12804        1996-09-19         2004-07-16
12805        1990-06-17         1994-08-16
12806        1997-04-16         2016-09-21
12807        1966-02-02         2001-10-27
12808        1996-09-11         2015-04-30
12809        1986-06-30         2020-03-09
12810        1985-12-03         2004-01-23
12811        1994-11-03         2008-07-31
12812        1984-07-18         2018-04-30
12813        1982-08-17         1994-09-19
12814        1973-06-30         2000-02-03
12815        1964-01-08         2013-05-02
12816        1975-07-21         2017-10-08
12817        1985-07-28         2022-04-10
12818        1989-07-01         2012-05-10
12819        1947-09-21         1993-06-27
12820        2000-03-25         2011-09-17
12821        1980-01-15         2005-06-27
12822        1962-11-13         2005-08-22
12823        1943-07-11         2006-01-10
12824        1960-06-20         1994-12-04
12825        1950-03-21         2022-02-03
12826        1997-01-04         2003-04-27
12827        1953-05-24         2009-09-14
12828        1992-11-05         2002-02-16
12829        1997-11-11         2014-10-11
12830        1947-04-06         2007-08-31
12831        1976-06-19         2014-04-15
12832        1990-11-19         2000-06-04
12833        1965-11-24         2018-12-16
12834        1948-02-16         2001-05-15
12835        1944-01-06         2003-12-10
12836        1944-11-25         2002-04-14
12837        1990-07-11         1994-06-21
12838        1960-08-26         1995-06-05
12839        1992-08-09         2018-07-23
12840        1943-03-02         1998-06-23
12841        2004-04-28         2009-11-07
12842        2000-03-15         1995-04-13
12843        1972-08-23         2018-11-26
12844        1964-02-10         2005-02-09
12845        1988-10-30         2022-03-24
12846        1979-01-18         1994-08-10
12847        1952-11-16         1995-07-31
12848        1995-08-11         2019-05-14
12849        1986-10-02         2006-05-05
12850        2002-10-06         2016-12-28
12851        1965-08-08         2008-05-24
12852        1988-08-08         2013-05-28
12853        1951-03-16         1997-05-19
12854        1955-11-08         1995-03-30
12855        1963-02-28         2004-10-26
12856        1964-07-17         1994-06-15
12857        1986-06-17         2018-11-17
12858        1998-06-06         2010-11-25
12859        1939-01-20         2008-12-03
12860        1974-01-28         1996-05-24
12861        1969-08-10         1996-03-03
12862        1993-07-28         2013-11-17
12863        1957-03-07         2008-08-13
12864        1970-07-22         1999-02-21
12865        1996-08-12         2004-07-28
12866        1991-07-20         2021-11-12
12867        2006-06-06         1994-08-07
12868        1980-06-08         2006-05-27
12869        1939-09-04         2014-03-20
12870        1994-02-06         2008-09-24
12871        1975-12-05         2005-08-12
12872        1965-11-14         2021-02-25
12873        1969-02-11         2013-08-07
12874        1953-07-02         2009-10-03
12875        1963-09-07         2003-05-18
12876        1990-07-06         1995-01-26
12877        1948-05-13         2011-01-02
12878        1977-12-12         2006-07-15
12879        1988-08-08         2016-08-10
12880        1972-01-19         2020-01-08
12881        1987-02-22         2007-07-31
12882        1970-12-19         2003-02-25
12883        1981-08-25         2017-08-01
12884        1982-12-15         1996-09-28
12885        1943-03-27         1997-12-26
12886        1979-12-01         1996-05-21
12887        1995-10-07         2020-01-18
12888        1985-05-17         2011-04-26
12889        1964-06-29         2012-05-09
12890        1952-12-03         2018-07-28
12891        1989-06-13         2001-01-07
12892        1948-11-28         1996-07-06
12893        1947-09-14         2005-01-25
12894        1993-10-08         2018-08-05
12895        1991-01-09         2014-02-07
12896        1963-07-23         2014-01-25
12897        1987-08-29         2016-04-12
12898        1989-04-02         2017-05-03
12899        1970-12-09         2009-07-13
12900        1964-12-29         2000-07-06
12901        1980-07-05         2006-07-15
12902        1960-04-21         2004-01-26
12903        1961-03-27         2000-04-14
12904        1976-10-15         2013-01-01
12905        1944-03-25         2008-07-13
12906        1999-08-01         2018-12-06
12907        1951-04-09         2016-11-16
12908        1949-01-05         1995-05-10
12909        1981-05-21         1995-01-22
12910        1943-07-17         2010-12-10
12911        1952-11-22         2015-12-20
12912        1966-01-16         1993-10-25
12913        1950-05-10         2020-03-08
12914        1952-05-09         2001-04-08
12915        1996-06-11         2017-08-07
12916        1951-03-13         2005-06-20
12917        1993-01-31         1998-07-20
12918        1963-04-02         2016-03-25
12919        1983-03-07         1994-01-24
12920        1997-06-25         2017-06-30
12921        1991-04-22         1995-08-08
12922        1975-11-20         2006-12-16
12923        1966-11-19         2000-12-22
12924        2005-05-30         1999-10-02
12925        1955-01-10         1999-04-24
12926        2001-09-05         2021-04-25
12927        1955-08-28         2014-04-27
12928        1989-12-14         1994-11-03
12929        1979-09-28         2008-04-25
12930        1959-08-18         2000-06-22
12931        1991-05-14         2022-05-11
12932        1994-01-07         1997-11-07
12933        1975-12-07         1998-06-18
12934        1980-06-17         2009-03-21
12935        2000-04-12         2015-10-09
12936        1942-10-02         1993-04-29
12937        1982-01-23         2002-05-16
12938        1974-02-02         1993-12-07
12939        1947-09-07         2003-03-11
12940        1970-09-20         2015-04-12
12941        1965-03-02         2013-05-17
12942        1992-05-12         2016-09-21
12943        1984-01-29         2007-08-27
12944        1995-08-20         2022-10-07
12945        1952-02-24         2011-11-13
12946        1989-09-18         2010-11-12
12947        1977-09-22         2017-07-25
12948        2005-07-29         2009-11-05
12949        1994-09-13         1999-12-10
12950        1985-12-03         2009-06-16
12951        1957-07-29         2022-06-07
12952        1992-03-25         2008-05-12
12953        1972-11-04         1994-02-21
12954        1944-01-24         2009-08-11
12955        1972-03-04         2022-08-22
12956        2004-02-03         2010-08-03
12957        1974-08-01         2022-08-02
12958        1985-08-24         2010-01-05
12959        1988-07-21         2021-03-26
12960        1961-03-05         2000-11-06
12961        1952-09-20         2000-02-13
12962        1981-04-16         2003-12-27
12963        1988-08-08         2009-10-03
12964        1981-08-13         1993-09-01
12965        1999-04-25         2003-06-14
12966        1955-11-07         1993-12-07
12967        1987-09-17         2008-01-30
12968        2005-06-09         1995-07-31
12969        1976-12-18         2013-07-03
12970        1970-10-20         1995-04-14
12971        1943-03-12         2008-10-28
12972        1955-09-24         2009-03-03
12973        1986-02-22         1998-05-01
12974        1942-07-19         2007-05-01
12975        1984-04-07         2009-04-02
12976        1945-12-01         2003-09-04
12977        1979-04-11         2012-01-30
12978        1940-12-06         2015-08-25
12979        1955-11-30         2020-07-16
12980        1969-02-22         2000-01-31
12981        1967-11-19         2009-07-22
12982        1998-09-16         2008-10-21
12983        1973-07-27         1999-08-27
12984        1998-04-06         2011-10-16
12985        1939-06-04         2014-08-02
12986        2005-05-23         1997-12-11
12987        1943-01-09         2015-09-02
12988        1950-01-16         1997-05-22
12989        1961-11-28         1996-09-06
12990        1989-07-26         2003-02-21
12991        1950-10-30         1993-06-12
12992        1966-07-14         2003-01-27
12993        1979-08-30         2003-11-02
12994        1976-05-06         2006-04-12
12995        1967-09-11         2006-03-07
12996        1961-10-04         2005-01-14
12997        1983-01-19         2022-04-04
12998        1978-02-15         2010-06-24
12999        1963-05-27         2013-05-14
13000        1952-05-06         2021-08-08
13001        1994-02-18         1995-04-27
13002        1940-08-26         2002-02-13
13003        1956-03-29         2010-09-12
13004        1992-02-21         1996-05-18
13005        1968-03-02         2004-04-08
13006        1989-09-21         1994-08-25
13007        1958-08-19         2011-12-22
13008        1950-04-21         2021-11-15
13009        1952-04-15         1998-01-04
13010        1947-11-23         1995-05-08
13011        1993-02-08         2005-04-12
13012        2004-10-03         2008-04-30
13013        1942-01-29         2007-06-28
13014        1970-08-06         2005-08-22
13015        1954-09-01         2017-10-20
13016        1992-04-02         1998-07-04
13017        1954-05-23         1999-11-28
13018        1970-03-22         2020-12-27
13019        1979-01-25         1998-06-27
13020        1967-07-24         1996-08-24
13021        1954-07-02         1998-03-09
13022        1992-10-12         1997-12-13
13023        1960-01-12         2021-01-27
13024        1980-04-06         1996-07-19
13025        1950-06-30         2009-07-29
13026        2000-05-04         2022-11-12
13027        1941-08-27         2003-09-07
13028        1997-02-26         1998-07-31
13029        1987-08-07         2000-11-03
13030        1988-02-23         2005-12-22
13031        1956-12-19         2012-09-29
13032        1965-06-04         2011-04-21
13033        1962-10-21         2005-03-25
13034        1946-02-07         2020-10-25
13035        1964-05-21         2022-06-27
13036        1995-07-19         2006-02-20
13037        1940-03-20         1999-06-20
13038        1963-06-12         2002-03-07
13039        1951-10-24         2018-08-10
13040        2002-05-18         1993-11-07
13041        1965-02-08         1998-10-29
13042        1959-05-29         1995-09-13
13043        2000-04-21         2018-03-20
13044        2000-03-25         2015-10-25
13045   1951 January 14         2015-02-15
13046        1952-06-28         1997-12-17
13047        1971-10-30         2021-03-03
13048        1991-03-19         1997-06-12
13049        1986-09-16         2019-07-16
13050        1970-12-06         2016-10-17
13051        1968-04-18         2007-01-15
13052        1947-07-19         2022-04-04
13053        1958-04-08         2021-05-02
13054        1990-06-05         2008-12-01
13055        1966-07-09         2003-02-25
13056        1991-09-26         2000-07-22
13057        1971-09-17         1997-08-27
13058        1951-11-29         1993-06-03
13059        1945-03-21         2018-10-18
13060        1989-03-21         2015-01-24
13061        1983-12-11         2011-09-07
13062        1941-12-22         2006-01-22
13063        1998-09-04         2022-10-28
13064        1984-06-24         2019-03-14
13065        1962-02-02         1994-04-29
13066        1942-11-10         1998-07-16
13067        1943-09-17         2001-11-09
13068        1964-01-23         2001-07-31
13069        1949-11-16         2005-04-09
13070        1997-01-29         2006-12-28
13071        1955-11-20         2012-12-30
13072        1973-06-16         2010-05-10
13073        1993-11-23         2008-07-11
13074        1939-12-25         2008-08-28
13075        1939-01-06         2002-01-11
13076        1996-05-19         2005-08-27
13077        1964-12-04         1998-04-18
13078        1968-11-09         2022-08-31
13079        1993-07-01         2007-03-15
13080        1948-07-03         2017-03-03
13081        1959-02-04         2006-06-22
13082        1944-07-19         2019-05-27
13083        1979-10-26         2010-10-18
13084        1967-02-09         2011-12-21
13085        1966-03-12         2014-04-25
13086        1950-01-24         1994-12-08
13087        1964-03-02         2019-03-24
13088        1948-10-28         2014-12-10
13089        1963-12-04         2010-03-09
13090        1987-07-15         2004-03-18
13091        1998-04-06         2019-10-27
13092        1969-04-08         2008-09-30
13093        1961-08-08         2001-08-07
13094        1972-03-28         2004-11-30
13095        1943-11-16         2000-03-05
13096        1997-02-22         2008-12-10
13097        2002-12-09         2001-01-01
13098        1991-03-04         2006-06-16
13099        1993-10-27         1997-09-04
13100        2001-06-30         2021-03-27
13101        1970-01-07         2020-10-09
13102        1986-12-05         2017-04-17
13103        1972-12-28         1999-04-26
13104        1939-03-09         1996-10-30
13105        1958-03-26         1994-09-10
13106        1967-05-13         2017-07-18
13107        1976-03-30         1996-10-22
13108        1944-10-16         2013-02-12
13109        1946-11-08         1996-11-17
13110        1942-09-02         1996-10-18
13111        1IA43NTJFB         U9CRKSTONU
13112        1941-09-22         2011-01-26
13113        2006-01-04         2012-09-09
13114        1994-08-26         1994-10-06
13115        1998-11-06         2009-07-22
13116        1980-02-17         2019-10-06
13117        1952-11-24         1998-07-02
13118        1953-07-03         2003-12-06
13119        1966-03-17         2006-02-16
13120        1982-10-24         1998-12-13
13121        2003-07-29         1993-11-08
13122        2004-08-04         2003-07-06
13123        1977-08-05         1993-05-01
13124        1960-03-29         1993-07-13
13125        1995-09-01         1994-06-27
13126        1968-06-14         1998-12-10
13127        2002-01-16         2011-05-17
13128        1984-11-21         2020-12-01
13129        2004-08-22         2021-12-20
13130        1963-06-06         2015-02-08
13131        1951-08-01         1997-02-16
13132        1943-04-11         2012-01-11
13133        1969-01-11         2004-11-04
13134        1956-11-03         1994-11-26
13135        1999-02-11         2012-12-16
13136        1945-10-25         2015-11-11
13137        1980-12-31         2022-05-08
13138        1987-10-14         2007-12-09
13139        1944-07-18         1998-04-16
13140        1946-12-02         2000-09-19
13141        2001-07-31         2001-09-26
13142        1989-10-21         2013-03-08
13143        1995-11-28         2021-02-10
13144        1945-05-12         2022-10-23
13145        1967-10-09         2016-06-28
13146        1991-06-04         2017-11-28
13147        1983-12-17         2005-05-18
13148        2004-04-05         2014-09-28
13149        1956-07-20         2018-09-27
13150        1991-05-07         2017-03-28
13151        2002-11-25         2006-01-22
13152        1995-05-14         2013-10-20
13153        1967-03-02         1994-04-25
13154        1954-02-23         2010-07-11
13155        1961-05-10         2004-09-20
13156        1981-05-20         2016-04-25
13157        1984-06-13         2009-01-09
13158        1967-05-04         1994-10-29
13159        1944/10/15         2012-03-08
13160        1996-05-01         2011-09-03
13161        1969-08-04         2018-10-18
13162        1989-03-14         2019-01-07
13163        1981-09-06         2005-01-27
13164        1949-11-10         2012-11-18
13165        1991-08-18         2000-12-04
13166        1969-07-13         2008-02-19
13167        1995-06-04         2015-02-10
13168        1989-09-06         2006-01-22
13169        1993-09-25         2016-09-05
13170        2000-07-15         2013-04-24
13171        1966-01-02         2008-03-15
13172        1967-01-05         2009-09-28
13173        1984-12-06         2007-01-06
13174        1945-12-13         2019-08-27
13175        1981-06-12         2010-07-25
13176        1978-07-27         2017-08-21
13177        1939-03-06         2019-10-15
13178        2002-09-01         1994-10-11
13179        1966-03-20         2006-04-03
13180        1992-04-30         2003-01-05
13181        1940-03-14         2003-04-09
13182        1957-04-03         2013-04-13
13183        1999-08-28         2017-01-10
13184        1986-10-22         1995-12-12
13185        1989-05-25         2009-06-15
13186        1971-11-19         2016-06-28
13187        1981-07-16         2002-01-11
13188        1994-12-03         1995-08-07
13189        1949-07-04         2020-12-19
13190        1978-08-02         2011-06-21
13191        1951-06-13         2005-09-18
13192        1973-08-19         1994-05-20
13193        1961-07-06         1998-04-23
13194        1979-12-09         2015-07-06
13195        1997-01-14         1999-09-01
13196        1983-07-05         1993-09-27
13197        1963-04-02         1993-09-10
13198        1986-02-28         1994-04-11
13199        1979-06-04         2003-06-26
13200        1950-03-17         2015-02-08
13201        1939-03-31         2003-12-27
13202        1981-03-30         1993-08-19
13203        1979-09-14         2022-09-18
13204        1968-04-18         1999-06-22
13205        1951-12-12         2004-10-28
13206        1950-10-22         2013-10-15
13207        2002-06-28         2014-04-09
13208        1965-01-26         2002-04-20
13209        1992-03-31         2010-11-20
13210        1997-10-16         2019-12-23
13211        2000-11-19         2000-11-29
13212        1988-03-21         2004-07-13
13213        1963-12-19         2010-09-27
13214        1958-06-08         1998-06-04
13215        1995-09-30         2003-04-24
13216        1939-03-26         2021-07-06
13217        1948-03-22         2003-09-15
13218        1987-06-02         1997-07-10
13219        1960-11-29         2000-02-18
13220        2000-03-07         2008-06-10
13221        1961-05-27         2020-08-04
13222        1961-05-01         2016-08-27
13223        1998-10-24         2001-01-27
13224        1969-05-24         2011-11-14
13225        1953-06-19         2014-05-17
13226        1941-11-03         1993-01-29
13227        1966-12-18         2019-08-04
13228        1948-01-24         2002-12-07
13229        1972-07-21         2006-11-29
13230        2006-04-08         1994-07-22
13231        1940-09-28         1994-05-30
13232        1979-10-23         1999-01-21
13233        1955-08-10         2010-04-20
13234        2006-02-10         2013-09-04
13235        1945-02-07         2007-09-04
13236        1995-02-21         1999-03-20
13237        1988-05-10         2007-04-27
13238        2002-09-01         2006-07-05
13239        1944-03-18         2004-01-08
13240        1963-11-11         2005-09-14
13241        1992-01-29         2017-09-16
13242        1939-02-07         2015-11-14
13243        1964-06-22         2012-06-19
13244        1980-07-25         2008-04-15
13245        2004-10-18         2012-02-09
13246        1995-07-13         1993-04-29
13247        1998-05-29         2008-11-18
13248        1963-07-03         2020-06-03
13249        1940-06-14         2005-09-10
13250        1950-11-03         2002-09-16
13251        1949-08-03         2015-01-29
13252        1966-01-17         2020-08-12
13253        1949-05-31         1995-10-17
13254        1974-05-10         1997-10-28
13255        1990-01-02         2021-03-31
13256        1942-11-15         1999-05-02
13257        2002-02-08         2019-02-17
13258        1961-10-13         2008-06-15
13259        1999-12-31         2005-06-15
13260        1940-02-04         2004-08-06
13261        1990-09-11         1996-07-14
13262        1964-08-28         2012-10-04
13263        1997-07-16         2015-06-24
13264        1997-01-07         1998-04-17
13265        1950-05-20         2015-09-26
13266        1946-11-27         1994-02-05
13267        1990-01-28         2003-01-15
13268        1971-04-12         2015-09-25
13269        1950-05-11         1995-04-28
13270        1963-05-21         2020-10-07
13271        1999-01-30         2001-06-14
13272        1970-06-09         2016-10-28
13273        1978-01-17         2021-05-10
13274        1984-05-31         2015-08-11
13275        1958-01-04         2002-03-05
13276        1946-09-29         2001-01-06
13277        1984-06-13         2016-08-30
13278        1941-02-13         2019-08-28
13279        1967-01-23         1998-07-26
13280        1939-12-21         2004-02-03
13281        1943-05-31         2019-11-30
13282        2004-08-22         1996-07-28
13283        1970-12-15         2005-02-25
13284        1974-02-01         2018-10-10
13285        1944-05-26         2008-03-31
13286        1952-11-12         2010-06-16
13287        1973-08-24         1998-05-06
13288        1944-08-21         2005-04-24
13289        1975-07-29         1996-09-07
13290        1954-10-05         2000-10-25
13291        2004-12-13         2022-05-19
13292        2004-09-26         2011-12-13
13293        1941-01-07         2008-02-13
13294        1986-10-31         2010-04-01
13295        2003-07-05         1994-01-24
13296        2004-04-09         2021-04-05
13297        1960-11-07         1994-11-30
13298        1941-02-07         1995-07-02
13299        2000-02-01         2001-07-03
13300        1951-03-17         2004-10-30
13301        2004-03-06         2010-10-17
13302        1968-02-01         2012-04-08
13303        1953-10-18         1999-12-25
13304        1988-08-21         2019-01-27
13305        1965-07-11         2019-01-16
